Step,Win percentage,Player,Parent action,Action,al_bridge_1,al_bridge_2,al_bridge_3,al_escape_1,al_escape_2,al_escape_3,en_bridge_1,en_bridge_2,en_bridge_3,en_escape_1,en_escape_2,en_escape_3,al_pawns,en_pawns
1,50.0,1,,"(1, 'SOUTH', 'v', 1, 3)",3,4,4,2,1,3,4,4,4,4,3,4,1,1
1,59.6,1,,"(1, 'SOUTH', 'v', 2, 3)",4,3,4,3,0,3,4,4,4,4,3,4,1,1
1,60.90909090909091,1,,"(1, 'SOUTH', 'v', 3, 3)",4,4,3,3,1,2,4,4,4,4,3,4,1,1
1,48.0,1,,"(2, 'NORTH', 'h', 0, 3)",3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,52.0,1,,"(2, 'NORTH', 'h', 1, 3)",3,3,4,3,2,3,4,4,3,3,3,3,0,0
1,52.0,1,,"(2, 'NORTH', 'h', 2, 3)",4,3,3,3,2,3,4,4,3,3,3,3,0,0
1,46.0,1,,"(2, 'NORTH', 'h', 3, 3)",4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,32.0,1,,"(2, 'NORTH', 'v', 1, 2)",3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,40.0,1,,"(2, 'NORTH', 'v', 2, 2)",4,3,4,3,1,3,4,4,3,3,3,3,0,0
1,52.0,1,,"(2, 'NORTH', 'v', 3, 2)",4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,38.0,1,,"(2, 'NORTH', 'v', 1, 3)",3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,52.0,1,,"(2, 'NORTH', 'v', 2, 3)",4,3,4,3,1,3,4,4,3,3,3,3,0,0
1,52.0,1,,"(2, 'NORTH', 'v', 3, 3)",4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,46.0,1,,"(2, 'EAST', 'h', 0, 3)",3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,38.0,1,,"(2, 'EAST', 'h', 1, 3)",3,3,4,3,2,3,4,4,3,3,3,3,0,0
1,48.0,1,,"(2, 'EAST', 'h', 2, 3)",4,3,3,3,2,3,4,4,3,3,3,3,0,0
1,40.0,1,,"(2, 'EAST', 'h', 3, 3)",4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,46.0,1,,"(2, 'EAST', 'v', 1, 2)",3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,52.0,1,,"(2, 'EAST', 'v', 2, 2)",4,3,4,3,1,3,4,4,3,3,3,3,0,0
1,52.0,1,,"(2, 'EAST', 'v', 3, 2)",4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,44.0,1,,"(2, 'EAST', 'v', 1, 3)",3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,52.0,1,,"(2, 'EAST', 'v', 2, 3)",4,3,4,3,1,3,4,4,3,3,3,3,0,0
1,42.0,1,,"(2, 'EAST', 'v', 3, 3)",4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,57.333333333333336,1,,"(2, 'SOUTH', 'h', 0, 3)",3,4,4,2,2,2,4,4,4,3,3,3,1,1
1,54.0,1,,"(2, 'SOUTH', 'h', 1, 3)",3,3,4,3,2,2,4,4,4,3,3,3,1,1
1,60.93333333333333,1,,"(2, 'SOUTH', 'h', 2, 3)",4,3,3,3,2,2,4,4,4,3,3,3,1,1
1,58.666666666666664,1,,"(2, 'SOUTH', 'h', 3, 3)",4,4,3,3,2,1,4,4,4,3,3,3,1,1
1,60.0,1,,"(2, 'SOUTH', 'v', 1, 2)",3,4,4,2,2,2,4,4,4,3,3,3,1,1
1,61.57142857142857,1,,"(2, 'SOUTH', 'v', 2, 2)",4,3,4,3,1,2,4,4,4,3,3,3,1,1
1,44.0,1,,"(2, 'SOUTH', 'v', 3, 2)",4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,60.333333333333336,1,,"(2, 'SOUTH', 'v', 1, 3)",3,4,4,2,2,2,4,4,4,3,3,3,1,1
1,61.375,1,,"(2, 'SOUTH', 'v', 2, 3)",4,3,4,3,1,2,4,4,4,3,3,3,1,1
1,50.0,1,,"(2, 'SOUTH', 'v', 3, 3)",4,4,3,3,2,1,4,4,4,3,3,3,1,1
2,52.0,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'h', 0, 1)",2,4,4,2,3,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'h', 1, 1)",3,3,4,3,2,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'h', 2, 1)",3,3,3,3,3,3,3,4,4,3,3,3,0,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'h', 3, 1)",3,4,3,3,3,2,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'v', 0, 0)",2,4,4,2,3,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'v', 2, 0)",3,3,4,3,2,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'v', 3, 0)",3,4,3,3,3,2,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'v', 0, 1)",2,4,4,2,3,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'v', 2, 1)",3,3,4,3,2,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'WEST', 'v', 3, 1)",3,4,3,3,3,2,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'h', 0, 1)",2,4,4,2,3,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'h', 1, 1)",3,3,4,3,2,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'h', 2, 1)",3,3,3,3,3,3,3,4,4,3,3,3,0,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'h', 3, 1)",3,4,3,3,3,2,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'v', 0, 0)",2,4,4,2,3,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'v', 2, 0)",3,3,4,3,2,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'v', 3, 0)",3,4,3,3,3,2,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'v', 0, 1)",2,4,4,2,3,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'v', 2, 1)",3,3,4,3,2,3,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(0, 'SOUTH', 'v', 3, 1)",3,4,3,3,3,2,3,4,4,3,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'h', 0, 1)",2,4,4,2,2,3,3,4,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'h', 1, 1)",3,3,4,3,1,3,3,4,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'h', 2, 1)",3,3,3,3,2,3,3,4,4,3,3,4,0,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'h', 3, 1)",3,4,3,3,2,2,3,4,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'v', 0, 0)",2,4,4,2,2,3,3,4,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'v', 2, 0)",3,3,4,3,1,3,3,4,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'v', 3, 0)",3,4,3,3,2,2,3,4,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'v', 0, 1)",2,4,4,2,2,3,3,4,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'v', 2, 1)",3,3,4,3,2,3,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'NORTH', 'v', 3, 1)",3,4,3,3,2,2,3,4,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'h', 0, 1)",2,4,4,2,3,3,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'h', 1, 1)",3,3,4,3,2,3,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'h', 2, 1)",3,3,3,3,3,3,3,3,4,3,3,4,0,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'h', 3, 1)",3,4,3,3,3,2,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'v', 0, 0)",2,4,4,2,3,3,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'v', 2, 0)",3,3,4,3,2,3,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'v', 3, 0)",3,4,3,3,3,2,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'v', 0, 1)",2,4,4,2,3,3,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'v', 2, 1)",3,3,4,3,2,3,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(1, 'SOUTH', 'v', 3, 1)",3,4,3,3,3,2,3,3,4,3,3,4,2,0
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'h', 0, 1)",2,4,4,2,3,2,3,4,4,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'h', 1, 1)",3,3,4,3,2,2,3,4,4,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'h', 2, 1)",3,3,3,3,3,2,3,4,4,2,3,3,0,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'h', 3, 1)",3,4,3,3,3,1,3,4,4,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'v', 0, 0)",2,4,4,2,3,2,3,4,4,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'v', 2, 0)",3,3,4,3,2,2,3,4,4,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'v', 3, 0)",3,4,3,3,3,1,3,4,4,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'v', 0, 1)",2,4,4,2,3,2,3,4,4,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'v', 2, 1)",3,3,4,3,2,2,3,4,4,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'NORTH', 'v', 3, 1)",3,4,3,3,3,2,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'h', 0, 1)",2,4,4,2,3,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'h', 1, 1)",3,3,4,3,2,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'h', 2, 1)",3,3,3,3,3,3,3,4,3,2,3,3,0,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'h', 3, 1)",3,4,3,3,3,2,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'v', 0, 0)",2,4,4,2,3,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'v', 2, 0)",3,3,4,3,2,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'v', 3, 0)",3,4,3,3,3,2,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'v', 0, 1)",2,4,4,2,3,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'v', 2, 1)",3,3,4,3,2,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'EAST', 'v', 3, 1)",3,4,3,3,3,2,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'h', 0, 1)",2,4,4,2,3,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'h', 1, 1)",3,3,4,3,2,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'h', 2, 1)",3,3,3,3,3,3,3,4,3,2,3,3,0,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'h', 3, 1)",3,4,3,3,3,2,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'v', 0, 0)",2,4,4,2,3,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'v', 2, 0)",3,3,4,3,2,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'v', 3, 0)",3,4,3,3,3,2,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'v', 0, 1)",2,4,4,2,3,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'v', 2, 1)",3,3,4,3,2,3,3,4,3,2,3,3,2,2
2,Nan,0,"(0, 'WEST', 'v', 1, 2)","(2, 'SOUTH', 'v', 3, 1)",3,4,3,3,3,2,3,4,3,2,3,3,2,2
2,48.0,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'h', 0, 0)",2,4,4,2,3,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'h', 1, 0)",2,4,4,2,3,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'h', 1, 1)",3,3,4,3,2,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'h', 2, 1)",3,3,3,3,3,3,3,3,4,3,2,3,0,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'h', 3, 1)",3,4,3,3,3,2,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'v', 1, 0)",2,4,4,2,3,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'v', 2, 0)",3,3,4,3,2,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'v', 3, 0)",3,4,3,3,3,2,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'v', 2, 1)",3,3,4,3,2,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'WEST', 'v', 3, 1)",3,4,3,3,3,2,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'h', 0, 0)",2,4,4,2,3,3,4,3,4,4,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'h', 1, 0)",2,4,4,2,3,3,4,3,4,4,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'h', 1, 1)",3,3,4,3,2,3,4,3,4,4,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'h', 2, 1)",3,3,3,3,3,3,4,3,4,4,2,3,0,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'h', 3, 1)",3,4,3,3,3,2,4,3,4,4,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'v', 1, 0)",2,4,4,2,3,3,4,3,4,4,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'v', 2, 0)",3,3,4,3,2,3,4,3,4,4,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'v', 3, 0)",3,4,3,3,3,2,4,3,4,4,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'v', 2, 1)",3,3,4,3,2,3,4,3,4,4,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'NORTH', 'v', 3, 1)",3,4,3,3,3,2,4,3,4,4,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'h', 0, 0)",2,4,4,2,3,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'h', 1, 0)",2,4,4,2,3,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'h', 1, 1)",3,3,4,3,2,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'h', 2, 1)",3,3,3,3,3,3,3,3,4,3,2,3,0,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'h', 3, 1)",3,4,3,3,3,2,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'v', 1, 0)",2,4,4,2,3,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'v', 2, 0)",3,3,4,3,2,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'v', 3, 0)",3,4,3,3,3,2,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'v', 2, 1)",3,3,4,3,2,3,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(0, 'SOUTH', 'v', 3, 1)",3,4,3,3,3,2,3,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'h', 0, 0)",2,4,4,2,3,3,4,3,4,4,3,4,2,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'h', 1, 0)",2,4,4,2,3,3,4,3,4,4,3,4,2,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'h', 1, 1)",3,3,4,3,2,3,4,3,4,4,3,4,2,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'h', 2, 1)",3,3,3,3,3,3,4,3,4,4,3,4,0,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'h', 3, 1)",3,4,3,3,3,2,4,3,4,4,3,4,2,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'v', 1, 0)",2,4,4,2,3,3,4,3,4,4,3,4,2,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'v', 2, 0)",3,3,4,3,2,3,4,3,4,4,3,4,2,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'v', 3, 0)",3,4,3,3,3,2,4,3,4,4,3,4,2,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'v', 2, 1)",3,3,4,3,2,3,4,3,4,4,3,4,2,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(1, 'SOUTH', 'v', 3, 1)",3,4,3,3,3,2,4,3,4,4,3,4,2,0
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(2, 'NORTH', 'h', 0, 0)",2,4,4,2,3,2,4,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(2, 'NORTH', 'h', 1, 0)",2,4,4,2,3,2,4,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(2, 'NORTH', 'h', 1, 1)",3,3,4,3,2,2,4,3,4,3,2,3,2,2
2,Nan,0,"(0, 'NORTH', 'v', 2, 2)","(2, 'NORTH', 'h', 2, 1)",3,3,3,3,3,2,4,3,4,3,2,3,0,2
